pmid,title,abstract
40784758,Predictive factors for therapeutic response and cluster analysis in syndrome of undifferentiated recurrent fever (SURF).,"Syndrome of undifferentiated recurrent fever (SURF) refers to a group of recurrent fevers without a clear monogenic cause. Clinical spectrum, treatment response predictors and management strategies remain unclear. This study aims to longitudinally analyse a homogeneously selected cohort of 101 SURF patients, to identify factors associated with colchicine resistance and to evaluate the efficacy of interleukin-1 (IL-1) inhibitors. Patients were enrolled in the Eurofever Registry, carefully excluding those with periodic fever, aphthous stomatitis, pharyngitis and cervical adenitis (PFAPA); familial Mediterranean fever and other known monogenic recurrent fevers. Demographic, clinical and treatment data were analysed to identify predictors of colchicine resistance and define subgroups through cluster analysis. Common symptoms included fever, arthralgia, abdominal pain and myalgia, with PFAPA-like features (lymphadenopathy, tonsillitis, oral aphthae) observed in one-third of cases, sporadically. Colchicine efficacy, assessed in 77 patients, revealed complete response in the majority of patients (61%). Univariable analysis identified PFAPA-like features, including aphthous stomatitis (p=0.001), cervical lymphadenopathy (p=0.012) and exudative tonsillitis (p=0.004), as associated with colchicine resistance. Multivariable analysis confirmed aphthous stomatitis as an independent predictor of resistance (p=0.014). Tonsillectomy was ineffective. IL-1 inhibitors (anakinra, canakinumab) were beneficial in refractory cases. Cluster analysis revealed three distinct subgroups with varying symptoms and colchicine responses. These findings provide new insights into SURF, identifying predictors of colchicine resistance and supporting the efficacy of IL-1 blockade. Cluster analysis suggests the heterogeneity within SURF, reinforcing the need for refined diagnostic criteria and personalised treatment strategies."
40781937,Enzymatic Management of Facial Overfilled Syndrome: A Case Series and Narrative Review.,"Facial overfilled syndrome (FOS) is an increasingly recognized complication of injectable aesthetic procedures, characterized by undesirable facial volume and contour irregularities. While hyaluronidase is well-established for managing hyaluronic acid (HA) filler complications, treating FOS caused by non-HA fillers, such as fat and silicone, remains challenging. This study aims to present the results of a novel enzymatic therapy combining hyaluronidase, collagenase, and lipase for treating FOS in five patients with complications from HA, fat, and silicone fillers. Additionally, we conducted a narrative literature review of studies published between 2015 and 2024, focusing on FOS and its management. We performed a narrative literature review using PubMed and Google Scholar databases, identifying six key papers that specifically address FOS. Following this, we present a case series of five patients treated with a combination of 1.5 mL collagenase, 1.5 mL hyaluronidase (HASA), and 1.5 mL lipase (total volume: 4.5 mL). Enzymatic therapy was administered via cannula under ultrasound guidance, and outcomes were assessed through clinical evaluation and patient-reported satisfaction. All five patients significantly improved facial volume and contour restoration after a single treatment session. The enzymatic combination effectively addressed complications from HA, fat, and silicone fillers, with no significant adverse events reported. Patient satisfaction improved significantly, highlighting the psychological benefits of the treatment. Combining hyaluronidase, collagenase, and lipase represents a safe and effective approach for managing FOS caused by various filler types. Our study, supported by a narrative review of six key papers on FOS, underscores the importance of tailored enzymatic therapies in aesthetic medicine and calls for further research to optimize treatment protocols and expand the evidence base."
40776672,Exogenous insulin antibody syndrome in type 2 diabetes with diabetic ketoacidosis: A case report and literature review.,"Exogenous insulin antibody syndrome (EIAS) is a rare allergic reaction triggered by exogenous insulin. It typically manifests as recurrent hypoglycemia during insulin use. In some cases, patients may also experience significant elevation in their blood glucose levels. We review a case of type 2 diabetes mellitus complicated by diabetic ketoacidosis. The patient exhibited a significant increase in his blood glucose level and demonstrated a substantial insulin resistance. Only through the administration of a large amount of insulin, it was possible to gradually reduce his blood glucose level. Notably, laboratory examination revealed a significant elevation in the patient's blood insulin autoantibody. Based on these findings, the patient was diagnosed with EIAS and used glucocorticoids during treatment. Subsequently, the patient's required insulin dose decreased significantly, and the blood glucose level was effectively controlled. EIAS can significantly increase blood glucose levels and impair the hypoglycemic effect of insulin. In patients with acute metabolic disorders, such as ketoacidosis, glucocorticoid therapy can be considered."
40772751,[Benign prostate syndrome: Recommendations for treatment in the primary care setting].,"Benign prostate syndrome (BPS) is one of the most common diseases in men. As a result of subvesical obstruction caused by the enlargement of the prostate, the function of the lower urinary tract is impaired. The symptoms of BPS are determined by the occurrence of voiding and bladder storage disorders. In addition to a patient's history and physical examination, the diagnosis also includes a sonographic examination of the urinary tract. Treatment should be symptom-focused and interdisciplinary. For medical treatment, a variety of different drugs are available, which are also used in general practice. For surgical therapy, various technologies are available which are selected depending on prostate volume, comorbidities and the patient's expectations. The following text provides an overview of the relevant aspects of BPS management."
40760884,[Febrile infection-related epilepsy syndrome].,"The article presents data on febrile infection-related epilepsy syndrome (FIRES) and describes a clinical case. FIRES starts with a refractory status epilepticus in the absence of an obvious acute disease or an apparent structural, metabolic, or toxic cause. The exact etiology of this syndrome remains unknown. Although the name implies an infectious etiology, the causative agent of the infection is generally not identified. Currently, there is no effective treatment or control for this condition since no approach has been proven effective enough in studies."
40760563,Treatment of systemic lupus erythemus overlap syndrome with autoimmune hepatitis using a combination of glucocorticoids and immunosuppressive agents: Case report.,"Systemic lupus erythematosus (SLE) and autoimmune hepatitis (AIH) are distinct autoimmune disorders whose concurrent presentation (overlap syndrome) poses significant diagnostic and therapeutic challenges. While SLE-associated liver involvement is recognized, true SLE-AIH overlap is rare and lacks established management guidelines. This report details the successful management of such a case to contribute insights into this complex clinical scenario. A 35-year-old male presented with a 1-year history of intermittent facial and body rashes accompanied by significant weight loss (approximately 10 kg). Over the preceding half-month, he developed signs of liver injury, including fatigue, cold intolerance, loss of appetite, and generalized weakness. Comprehensive diagnostic evaluation, cutaneous manifestations: facial and generalized skin rash, hematologic abnormalities: cytopenia, including serological testing (positive antinuclear antibody [1:1000], anti-SS-A antibodies, elevated immunoglobulin G, rheumatoid factor, erythrocyte sedimentation rate, C-reactive protein, decreased complement C3 and C4 levels), liver function tests (persistently elevated alanine aminotransferase, aspartate aminotransferase, gamma-glutamyl transferase, alkaline phosphatase, globulin), and imaging (uneven liver texture/density on ultrasound/computed tomography), confirmed a diagnosis of SLE complicated by AIH. The diagnosis of SLE meets both the 1997 American College of Rheumatology classification criteria and the 2012 Systemic Lupus International Collaborating Clinics revised criteria. AIH diagnosis was supported by both the 1990 (score=16) and 2008 (score=7) International Autoimmune Hepatitis Group (IAIHG) scoring systems. Infectious and other common causes of liver injury were excluded. Initial management focused on controlling liver injury using intravenous and oral hepatoprotective agents (inosine, bicyclol, silibinin, compound glycyrrhizin, magnesium isoglycyrrhizinate). High-dose intravenous glucocorticoids (dexamethasone 5-10 mg daily) were initiated concurrently to suppress autoimmune activity. Upon stabilization of liver function, treatment transitioned to oral prednisone (30 mg daily) combined with the immunosuppressant leflunomide (10 mg daily). Glucocorticoids were subsequently tapered strictly according to plan, while leflunomide monotherapy was maintained long-term. Adjunctive therapies included calcium and gastric protection. Liver function tests normalized following the combined hepatoprotective and glucocorticoid therapy. The introduction and maintenance of leflunomide, alongside glucocorticoid tapering, effectively controlled SLE disease activity. At a 2-year follow-up, the patient remained clinically stable with normalized liver function, no recurrence of severe symptoms, and a good quality of life. This case highlights the efficacy of a sequential treatment approach combining glucocorticoids and immunosuppressants (specifically leflunomide) for managing SLE-AIH overlap syndrome. Early diagnosis using established criteria is crucial. Multidisciplinary collaboration is essential. Long-term leflunomide monotherapy demonstrated sustained remission in this patient, although vigilance for adverse effects (e.g., hepatotoxicity) and disease flare is necessary. The absence of specific guidelines for this overlap syndrome underscores the need for individualized treatment strategies based on SLE and AIH management principles."
40754028,Interleukin-5 is an adjunctive biomarker for engraftment syndrome in multiple myeloma patients undergoing autologous hematopoietic stem cell transplantation.,"Autologous hematopoietic stem cell transplantation (ASCT) in multiple myeloma (MM) can cause engraftment syndrome (ES), a clinical diagnosis without specific laboratory biomarkers. Herein, six cytokines commonly elevated during transplantation were chronologically detected during ASCT in 96 patients with newly diagnosed MM, 24.0 % of whom experienced ES. Among the molecules demonstrating remarkable peak levels, only IL-5 was able to differentiate ES from non-ES. IL-5 measured on day 12 emerged as an optimal indicator of ES, and its diagnostic value was enhanced when combined with the proportion of endogenous CD8<sup>+</sup> T cells after engraftment and daratumumab-naive history. Notably, IL-5 levels on day 6 (IL-5 D6) served as the earliest predictor. 70.8 % of the patients could be predicted as having ES or non-ES via the IL-5 D6 cutoff value and daratumumab treatment history. It suggests that IL-5 can aid in estimating ES, and prior exposure to daratumumab may reduce the incidence of ES."
40750124,"Clinical, diagnostic and therapeutic aspects of Mauriac syndrome, a complication of type 1 diabetes mellitus: A systematic review.","This systematic review aimed to present the main clinical, diagnostic and therapeutic aspects of Mauriac syndrome, which is a rare syndrome that mainly affects children and adolescents with uncontrolled type 1 diabetes mellitus. This review was carried out in accordance with PRISMA and registered in PROSPERO (CRD42024531249). The following databases were used in our search: PubMed, Lilacs and Scielo, on 04/02/2024. Studies that presented any data on patients with Mauriac syndrome were included, however, review studies, letters to the editor and animal studies were excluded. The risk of bias was assessed using a specific method for case reports. To analyze the results, the general, clinical, diagnostic and therapeutic characteristics were analyzed using a qualitative analysis. A total of 24 studies were included, 18 case reports and 6 case series. The patients' mean age was 16.26 years, and the mean glycated hemoglobin was 12.93%. The main signs and symptoms reported were hepatomegaly (88%), short stature (52%), cushingoid features (35%) and abdominal discomfort (26%). The means of AST, ALT, GGT, alkaline phosphatase, total cholesterol, triglycerides and lactate were above the reference value. Some studies used abdominal ultrasound (US), abdominal computed tomography (CT) or liver biopsy to make the diagnosis. CT and US showed hepatomegaly, while liver biopsies showed glycogen accumulation in hepatocytes. Treatment in most studies was based on improving blood glucose levels and diet. Therefore, Mauriac syndrome has diverse symptoms. Lab test and imaging modalities can be useful to establish diagnosis."
40748931,Pediatric Bronchiolitis Obliterans and Bronchiolitis Obliterans Syndrome: Nursing Considerations.,"Bronchiolitis obliterans/bronchiolitis obliterans syndrome is an irreversible, obstructive lung disease characterized by the narrowing of bronchioles by lung fibrosis, inflammation, and scarring. To provide acute care, transplant, and critical care nurses a summary of the disease process, causes, and treatment options for bronchiolitis obliterans in pediatric patients to promote early recognition of signs in at-risk patients. This descriptive literature review was limited to articles published in 2013 or later. Searches of the PubMed and CINAHL databases using the terms bronchiolitis obliterans and pediatric yielded 432 articles. Of these articles, 22 were used for this review. The Johns Hopkins Nursing Evidence-Based Practice appraisal tool was used to assess levels of evidence and methodologic quality of the articles. Patients in 3 main groups are at risk for bronchiolitis obliterans: those who have had respiratory infection, those who have received lung transplant, and those who have received stem cell transplant. A diagnosis of bronchiolitis obliterans requires lung biopsy and histopathology. For patients who are unable to undergo biopsy or whose biopsy results are inconclusive, bronchiolitis obliterans syndrome can be clinically identified with spirometry (forced expiratory volume in first second of expiration and forced expiratory flow at 25% to 75% of forced vital capacity) and high-resolution computed tomography. Systemic corticosteroids are often the first-line treatment; second-line strategies are under investigation. Knowledge of risk factors, signs, and current treatments for bronchiolitis obliterans/bronchiolitis obliterans syndrome can help acute care and critical care nurses decelerate progression of the disease."
40747632,Chronic urticaria and autoinflammatory syndromes.,"This review provides an updated overview of the association between chronic urticaria (CU) and autoinflammatory syndromes (AS), underlining the diagnostic and therapeutic implications of identifying CU as an initial manifestation of systemic autoinflammatory disorders. emerging evidence has reinforced the role of innate immune dysregulation in the pathogenesis of CU associated with AS, with particular involvement of the pro-inflammatory cytokines such as interleukin (IL)-1β. Several monogenic and multifactorial autoinflammatory diseases, including cryopyrin-associated periodic syndromes (CAPS), Schnitzler syndrome (SchS), Still's disease (SD), and others, may present with CU. Neutrophilic urticarial dermatosis (NUD) has been recognized as a histopathological hallmark. Early diagnosis remains challenging but is crucial, as targeted therapies, especially IL-1 inhibitors, have demonstrated significant efficacy in controlling systemic inflammation and preventing disease progression. CU refractory to conventional treatment, particularly when associated with systemic symptoms, should prompt suspicion of an underlying autoinflammatory syndrome. A comprehensive diagnostic approach, including clinical assessment, inflammatory markers evaluation, histopathological examination, and genetic testing, is essential. Recognition of the autoinflammatory nature of CU allows for timely initiation of personalized therapies, improving patient prognosis and reducing long-term morbidity."
40741795,"Surgical Treatments for Periodic Fever, Aphthous Stomatitis, Pharyngitis, and Adenitis Syndrome: Systematic Review and Network Meta-analysis.","To compare surgical versus medical treatment approaches for periodic fever, aphthous stomatitis, pharyngitis, and adenitis (PFAPA) syndrome. PubMed, Embase, Web of Science, and Cochrane. We followed the Preferred Reporting Items for Systematic Reviews and Meta-analyses-Network Meta-analyses checklist. Two authors independently reviewed the studies. Inclusion criteria comprised randomized controlled trials and cohort studies. Non-English studies, along with case series and review articles, were excluded. The primary outcome was the incidence of persistent symptoms following surgery, compared to medical treatment. Secondary outcomes included complications. The search identified 693 publications. After applying the inclusion and exclusion criteria, nine studies were included (three randomized controlled trials and six cohort studies), comprising a total of 691 patients (256 [37%] females, mean age: 2.97 years, and interquartile range: 2.3-3.3). Patients were treated with either tonsillectomy (n = 201), intracapsular tonsillectomy (IT, n = 24), or medical treatment (n = 466). Surgery was associated with a higher likelihood of symptom resolution compared to medical treatment (odds ratio [OR]: 11.7, 95% CI: 2.14-63.94). However, heterogeneity was observed across studies (I<sup>2</sup> = 80.8%, P < .01). A sensitivity analysis was performed, including randomized controlled trials. Both tonsillectomy (OR: 34.15, 95% CI: 3.77-308.95) and IT (OR: 21, 95% CI: 1.5-293.25) were associated with a greater likelihood of symptom resolution. The pooled complication rate was 6.6%, with a higher incidence in patients who underwent tonsillectomy versus IT (46/201 vs 0/24, P = .008). The pooled rate of symptom recurrence was 13.6% in patients following tonsillectomy and 37.5% in IT. Surgical management of PFAPA with tonsillectomy was superior to medical treatment. Tonsillectomy resulted in a lower recurrence rate of symptoms compared to IT, with a comparable incidence of complications to existing literature. However, given the limited number of patients in the IT group, these findings should be interpreted with caution, and further randomized studies are warranted."
